pair_id,loanword_example,native_example,loanword_wer,native_wer,wer_difference,loanword_transcript,native_transcript
es_143,on line,en línea,1.0,1.0,0.0,El etiquetado con observaciones de advertencia llegando incluso a realizarse la comparación. P. E. J. Una copa de menor que L1 mayor que Brandi menor que por litro 1 mayor que igual a 3 cañas de cerve,El etiquetado con observaciones de advertencia llegando incluso a realizarse la comparación. P. E. J. Una copa de menor que N1 mayor que Brandi menor que N1 mayor que igual a 3 cañas de cerveza. Así l
es_144,stress,estrés,1.0,1.0,0.0,"Espero que no nos esté hablando de crear una convención que sea una especie de menor que él e uno mayor que pod menor que por litro, uno mayor que sin. Cerveza.",Espero que no nos esté hablando de crear una convención que sea una especie de menor que ene uno mayor que bar menor que ene uno mayor que sin. Cerveza.
es_145,share fishermen,pescadores autónomos,0.9591836734693877,0.9387755102040817,0.020408163265306034,Los neumáticos que compré tienen una resistencia de rodadura considerablemente inferior a la media. Además de unos niveles de adherencia y menor que él e uno mayor que aqua planing menor que por litro,Los neumáticos que compré tienen una resistencia de rodadura considerablemente inferior a la media. Además de unos niveles de adherencia en menor que N1 mayor que hidroplaneo menor que N1 mayor que ba
es_146,check and balance,controles y equilibrios,0.9705882352941176,0.9565217391304348,0.014066496163682829,"Por esto, fui a verle para felicitarle por su elección, junto con el menor que él e uno mayor que chofer menor que por litro, uno mayor que Hugo Gustinetti. Pensionista, que me dijo, como pensionista,","Por esto, fui a verle para felicitarle por su elección, junto con el menor que N1 mayor que conductor menor que N1 mayor que Hugo Gustinetti. Pensionista, que me dijo, como pensionista, estoy muy a fa"
es_147,mail,correo electrónico,1.0,1.0,0.0,La incorporación de indicadores de que el menor que el 1 mayor que Erberg menor que por litro 1 mayor que del asiento del ocupante delantero está. Desactivado.,"La incorporación de indicadores de que el menor que N1 mayor que Erbar menor que, N1 mayor que del asiento del ocupante del antero está, desactivado."
es_148,capacity building,aumento de capacidad,1.0,1.0,0.0,"Sin embargo, he optado por votar en contra de los siguientes puntos. La propuesta de que el trabajador debe ser informado al menos con un día de anticipación. La propuesta de que el tiempo en que se e","Sin embargo, he optado por votar en contra de los siguientes puntos. La propuesta de que el trabajador debe ser informado al menos con un día de anticipación. La propuesta de que el tiempo en que se e"
es_149,blue box,caja azul,1.0,1.0,0.0,"Por esta razón, me he esforzado, en mi condición deponente. En elucidar con carácter previo e informal los puntos de vista del consejo y de la comisión en él. Marco del procedimiento menor que él e un","Por esta razón, me he esforzado, en mi condición deponente, en elucidar con carácter previo e informar los puntos de vista del consejo y de la comisión en él. Marco del procedimiento menor que N1 mayo"
es_150,kamikaze,suicida,1.0,1.0,0.0,"Este tipo de ayudas. Como ustedes saben, están condicionadas por ciertas exigencias de política económica y se proponen dentro de un. Programa de menor que L1 mayor que Standby menor que por litro 1 m","Este tipo de ayudas, como ustedes saben, están condicionadas por ciertas exigencias de política económica y se proponen dentro de un. Programa de menor que N1 mayor que modo de espera menor que, N1 ma"
es_151,glamour,atractivo,1.0,1.0,0.0,"Por lo tanto, para mí el elemento más sorprendente y más choquantes de los acontecimientos de Genova ha sido ver. Como dentro de las fuerzas del orden bastó una tontería, un mero cambio de gobierno, u","Por lo tanto, para mí el elemento más sorprendente y más chocantes de los acontecimientos de Genoa ha sido ver. Como dentro de las fuerzas del orden bastó una tontería, un mero cambio de gobierno, una"
es_152,made in,hechas en,1.0,1.0,0.0,"En efecto, creo que ambos sistemas son ineficaces a la hora de luchar contra el llamado menor que el 1 mayor que spamming menor que por litro 1 mayor que. Los verdaderos menor que el 2 mayor que spamm","En efecto, creo que ambos sistemas son ineficaces a la hora de luchar contra el llamado menor que N1 mayor que correo basura menor que N1 mayor que. Los verdaderos menor que N2 mayor que remitentes de"
es_153,brainstorming,tormenta de ideas,1.0,1.0,0.0,Los políticos tenemos que acelerar el desarrollo y la divulgación de los productos técnicos que eliminan los menor que L1 mayor que spam menor que por litro 1 mayor que y las exigencias de control tal,Los políticos tenemos que acelerar el desarrollo y la divulgación de los productos técnicos que eliminan los menor que N1 mayor que correos basura menor que N1 mayor que y las exigencias de control ta
es_154,low cost carrier,aerolínea de bajo coste,0.9787234042553191,0.9791666666666666,-0.00044326241134751143,"quisiera apuntar a la señora, portavoz del consejo que, en Genova, el ataque no fue en contra de menor que él e uno mayor que blógno ar menor que por litro uno mayor que, sino contra cuanto se manifes","quisiera apuntar a la señora, portavoz del consejo que, en Genova, el ataque no fue en contra del menor que N1 mayor que bloque negro menor que, N1 mayor que. sino contra cuanto se manifestaban pacífi"
es_155,single audits,auditorias únicas,0.9830508474576272,0.9830508474576272,0.0,"Se trata de un tema que se debatió en la cumbre entre el primer ministro italiano y él. Menorque él e uno mayor que premier menor que por litro, uno mayor que inglés. Un proyecto cuyo objetivo es crea","Se trata de un tema que se debatió en la cumbre entre el primer ministro italiano y el menor que N1 mayor que primer. Ministro menor que N1 mayor que inglés, un proyecto cuyo objetivo es crear una org"
es_156,free riders,polizones,1.0,1.0,0.0,"Tercero, no deben sufrir un menor que él e uno mayor que shock menor que por litro uno mayor que los que ya no van a disponer de esta cobertura porque en estas. Regiones se va a crear cierto eurocepti","Tercero, no deben sufrir una menor que N1 mayor que con moción menor que N1 mayor que los que ya no van a disponer de esta cobertura porque N. Estas regiones se va a crear cierto euroescepticismo."
es_157,drafting sessions,sesiones de redacción,0.9803921568627451,0.9807692307692307,-0.00037707390648566985,"La responsabilidad del menor que l1 mayor que trost menor que por litro 1 mayor que total fina ELF, ya culpable del naufragio del hérica, es total.",La responsabilidad del menor que N1 mayor que grupo de empresas menor que N1 mayor que total Fina Elf. Ya culpable del naufragio del Erika. Es total.
es_158,think tank,laboratorio de ideas,0.9666666666666667,1.0,-0.033333333333333326,"En mi opinión, esto es un menor que el 1 mayor que bridge menor que por litro 1 mayor que tu far.","En mi opinión, esto es menor que N1 mayor que ir demasiado lejos menor que N1 mayor que."
es_159,workshop,seminario,0.9444444444444444,0.9555555555555556,-0.011111111111111183,"Ahora que lo sé, uhan demostrado que no practican ninguna política de menor que él e uno mayor que cowboy menor que por litro, uno mayor que sino que. Recapacitan muy a fondo cada paso en la lucha con","Ahora que lo sé, uhan demostrado que no practican ninguna política de menor que N1 mayor que vaqueros menor que, N1 mayor que sino que. Recapacitan muy a fondo cada paso en la lucha contra los terrori"
es_160,bistró,taberna,0.95,0.95,0.0,Hemos podido saber por los medios de comunicación que un menor que él e uno mayor que convoy menor que por litro uno mayor que está cruzando el paso de cae ver y avanza hacia el norte,"Hemos podido saber por los medios de comunicación que una menor que N1 mayor que caravana menor que N1 mayor que está cruzando el paso. De Caiver, y avanza hacia el norte."
es_161,cookies,galletas digitales,1.0,0.9850746268656716,0.014925373134328401,"Además de la mera exportación de las programaciones, los menor que el 1 mayor que Major's menor que por litro 1 mayor que están desarrollando la exportación a Europa de canales temáticos de televisión","Además de la mera exportación de las programaciones, los menor que N1 mayor que grandes estudios menor que N1 mayor que están desarrollando la exportación a Europa de canales temáticos de Televisión A"
es_162,chequear,consultar,1.0,1.0,0.0,"Por otro lado, las nuevas necesidades de información y cooperación judicial menor que el 1 mayor que online menor que por litro 1 mayor que menor que el 2 mayor que e intempo menor que por litro 2 may","Por otro lado, las nuevas necesidades de información y cooperación judicial menor que N1 mallorque en línea menor que N1 mallorque menor que N2 mallorque y a tiempo menor que N2 mallorque que pueden g"
es_163,complot,conspiración,0.9452054794520548,0.9315068493150684,0.013698630136986356,El método de coordinación abierta solo tiene éxito en tanto el menor que L1 mayor que stress menor que por litro 1 mayor que D. menor que L2 mayor que Convergens menor que por litro 2 mayor que contin,"El método de coordinación abierta solo tiene éxito en tanto el menor que N1 mayor que estrés menor que, N1 mayor que D. menor que N2 mayor que convergencia menor que, N2 mayor que continúe existiendo,"
es_164,crack,crisis,1.0,1.0,0.0,Me parece importante que volvamos a fijarnos en lo que yo he definido como el ámbito de aplicación. Del conjunto. ¿Por qué creo que se puede discutir sobre la pregunta de qué categorías se pueden exce,Me parece importante que volvamos a fijarnos en lo que yo he definido como el ámbito de aplicación. Del conjunto. ¿Por qué creo que se puede discutir sobre la pregunta de qué categorías se pueden exce
es_165,máster,posgrado,1.0,1.0,0.0,Pienso que está en juego el equilibrio de nuestras instituciones y que no podemos sustraernos al. Gran modelo norteamericano. Es el equilibrio de nuestras instituciones. El menor que el 1 mayor que ch,"Pienso que está en juego el equilibrio de nuestras instituciones y que no podemos sustraernos al. Gran modelo norteamericano, es el equilibrio de nuestras instituciones. Los menor que N1 mayor que con"
es_166,input,datos de entrada,0.9183673469387755,0.9215686274509803,-0.003201280512204807,Esta mañana he oído que ayer por la noche llegó un menor que él e uno mayor que mail menor que por litro uno mayor que con un anexo.,Esta mañana he oído que ayer por la noche llegó un menor que N1 mayor que correo electrónico menor que N1 mayor que con un anexo.
es_167,kit,botiquín,1.0,1.0,0.0,"Además, todos los capítulos de la agenda se refieren a los esfuerzos específicos en favor de los países en desarrollo, ya se trate del acceso de sus productos a los mercados. Del trato especial y dife","Además, todos los capítulos de la agenda se refieren a los esfuerzos específicos en favor de los países en desarrollo, ya se trate del acceso de sus productos a los mercados. Del trato especial y dife"
es_168,cómic,tebeo,1.0,1.0,0.0,"Esto está a sí mismo en consonancia con su resolución, en la que se exige un abandono de las medidas distorsionadoras de la competencia y corresponde a. Nuestro mandato que nos obliga a realizar negoc","Esto está a sí mismo en consonancia con su resolución, en la que se exige un abandono de las medidas distorsionadoras de la competencia y corresponde a. Nuestro mandato que nos obliga a realizar negoc"
es_169,charter,chárter,1.0,1.0,0.0,"El plan Mitchell es bien intencionado porque pretende en primer lugar detener la masacre. Pero es un señuelo, ya que cada minía acuerdo concluido sobre una base tan restringida que daría a expensas de","El plan Mitchell es bien intencionado porque pretende en primer lugar detener la masacre. Pero es un señuelo, ya que cada mini acuerdo concluido sobre una base tan restringida quedaría a expensas del "
es_170,amateur,aficionado,0.9310344827586207,0.9655172413793104,-0.034482758620689724,Esta exposición ha pretendido dotar de menor que el 1 mayor que glamor menor que por litro 1 mayor que a criminales presos que han cometido. Delitos atroces.,Esta exposición ha pretendido dotar de menor que N1 mayor que atractivo menor que N1 mayor que a criminales presos que han cometido. Delitos atroces.
es_171,póster,mural,1.0,1.0,0.0,"desearía hacerle al alto representante. Señor Solana, una pregunta en relación con el famoso barco apresado. Carima, deduzco que aquellos que están ocupándose de constatar que las pruebas de la implic","desearía hacerle al alto representante. Señor Solana, una pregunta en relación con el famoso barco apresado. Carima, deduzco que aquellos que están ocupándose de constatar que las pruebas de la implic"
es_172,yonqui,drogradicto,1.0,1.0,0.0,Este constituye un serio golpe contra la libertad de expresión en Rusia. En un país quedió a luz la menor que él e uno mayor que perestroica menor que por litro uno mayor que y despertó al calor de es,"Este constituye un serio golpe contra la libertad de expresión en Rusia. En un país que dio a luz la menor que N1 mayor que perestroica menor que, N1 mayor que y despertó al calor de esta."
es_173,tawny,tawny,1.0,1.0,0.0,"Es un hecho conocido, por ejemplo, que la industria del whisky es cosés depende sobre manera del transporte por ferrocarril para llevar. El whisky es cosés de menor que el 1 mayor que malta menor que ","Es un hecho conocido, por ejemplo, que la industria del whisky escoce es depende sobre manera del transporte por ferrocarril para llevar. El whisky escoce es de menor que N1 mayor que alta menor que N"
es_174,catering,servicio de comidas,1.0,1.0,0.0,Después del debate que celebraremos mañana en el grupo de trabajo interinstitucional. Un debate menor que el 1 mayor que brainstorming menor que por litro 1 mayor que sobre las prioridades de la polít,Después del debate que celebraremos mañana en el grupo de trabajo interinstitucional. Un debate de menor que N1 mayor que tormenta de ideas menor que N1 mayor que sobre las prioridades de la política 
es_175,sándwich,bocadillo,1.0,1.0,0.0,Hemos observado en los últimos 10 años una duplicación de los movimientos de aviones y. Possiblemente quizás necesitamos una nueva duplicación en poco tiempo. Pues el volar es algo cotidiano. Pienso e,Hemos observado en los últimos 10 años una duplicación de los movimientos de aviones y. Possiblemente quizás necesitamos una nueva duplicación en poco tiempo. Pues el volar es algo cotidiano. Pienso e
es_176,bulevar,avenida,1.0,1.0,0.0,"En lo referente a la cuestión del método das del tribunal de cuentas, por supuesto estamos. Dispuestos a seguir más intensamente este concepto y la idea de las menor que L1 mayor que single audits men",En lo referente a la cuestión del método das del tribunal de cuentas por supuesto estamos. Dispuestos a seguir más intensamente este concepto y la idea de las menor que N1 mayor que auditorias únicas 
es_177,ballet,danza,1.0,1.0,0.0,"Por ejemplo, se puede incluir también a los pequeños productores. Haciendo lo posible para evitar los problemas relacionados con los menor que el 1 mayor que Free Riders, menor que por litro 1 mayor q","Por ejemplo, se puede incluir también a los pequeños productores, haciendo lo posible para evitar los problemas relacionados con los menor que N1 mayor que polisones menor que N1 mayor que. Materia en"
es_178,casete,cinta,1.0,1.0,0.0,y puesto que no se realizaron negociaciones en sentido propio. Los participantes en la conferencia se concentraron en diálogos de mesas redondas. Organizadas junto a los actos. Así como en encuentros ,"y puesto que no se realizaron negociaciones en sentido propio. Los participantes en la conferencia se concentraron en diálogos de mesas redondas. Organizadas junto a los actos, así como en encuentros "
es_179,tsunami,maremoto,1.0,1.0,0.0,"Sería muy satisfactorio que se cruz un menor que él e uno mayor que think tank menor que por litro, uno mayor que compuesto de miembros de ONG. Profesores, personal de la administración y científicos ","Sería muy satisfactorio que se crease un menor que N1 mayor que laboratorio de ideas menor que N1 mayor que compuesto de miembros de ONG. Profesores, personal de la administración y científicos junto "
es_180,spray,aerosol,1.0,1.0,0.0,En el marco del informe de Helsinki sobre el deporte así como del foro europeo del deporte. Celebrado el 26 y 27 de octubre en Lille en especial en el menor que él e uno mayor que workshop menor que p,En el marco del informe de Helsinki sobre el deporte así como del foro europeo del deporte. Celebrado el 26 y 27 de octubre en Lille en especial en el menor que N1 mayor que seminario menor que N1 may
es_181,antidúmping,anti competencia desleal,1.0,1.0,0.0,"Este es un punto fundamental para conseguir los dos objetivos que pretendemos a través de la coordinación de la política económica, que la política fiscal no entorpesca la política monetaria y que no ","Este es un punto fundamental para conseguir los dos objetivos que pretendemos a través de la coordinación de la política económica, que la política fiscal no entorpesca la política monetaria y que no "
es_182,bobsleigh,bobsled,1.0,1.0,0.0,"algo que se ha desarrollado para una organización basada en una tecnología sofisticada no es. Necesariamente apropiado para el café de Joe en Luis Ham High Street, o para el menor que el 1 mayor que v","Algo que se ha desarrollado para una organización basada en una tecnología sofisticada no es. Necesariamente apropiado para el café de Joe en Luis Ham High Street, o para la menor que N1 Mallorca Tabe"
es_183,influenza,gripe,1.0,1.0,0.0,"Por último, creo que no escandalizaré a nadie diciendo que estoy de acuerdo con el ponente cuando dice en la. En Mienda 4 que, en el fondo, los menor que el 1 mayor que QQX menor que por litro, 1 mayo","Por último, creo que no escandalizaré a nadie diciendo que estoy de acuerdo con el ponente cuando dice en la. En Mienda 4 que, en el fondo, las menor que N1 mayor que galletas digitales menor que N1 m"
es_184,mitin,encuentro,1.0,1.0,0.0,"Desde donde me encuentro. Parece que la pantalla del menor que él e uno mayor que radar menor que por litro, uno mayor que se enciende por toda la Asamblea.","Desde donde me encuentro, parece que la pantalla del menor que N1 mayor que radar menor que, N1 mayor que se enciende por toda la Asamblea."
es_185,revólver,pistola,1.0,1.0,0.0,"Tengo que indicar además que existen algunas discrepancias más. Por ejemplo, el nuevo impuesto se aplica para la ginebra. El menor que el 1 mayor que vodka menor que por litro 1 mayor que licores, per","Tengo que indicar además que existen algunas discrepancias más. Por ejemplo, el nuevo impuesto se aplica para la ginebra. El menor que N1 mayor que vodka menor que N1 mayor que helicores, pero no al m"
es_186,argot,jerga,1.0,1.0,0.0,"Este sitio web se iniciará en Irlandez, aunque no excluyen que pronto haya una versión disponible. En inglés, de modo que los hablantes de otros idiomas también puedan menor que él e uno mayor que che","Este sitio web se iniciará en Irlandez, aunque no excluyen que pronto haya una versión disponible. En inglés, de modo que los hablantes de otros idiomas también puedan menor que N1 mayor que consultar"
es_187,gángster,mafioso,1.0,1.0,0.0,Se ha hablado de un menor que él e uno mayor que complot menor que por litro uno mayor que para derrocar al régimen e incluso para asesinar al jefe del. Estado sin aportar la menor prueba. Contestigos,"Se ha hablado de una menor que N1 mayor que conspiración menor que N1 mayor que para derrocar al régimen, e incluso para asesinar al jefe. Del estado sin aportar la menor prueba, contestigos y acusado"
es_188,pull,de tracción,0.9736842105263158,0.9487179487179487,0.02496626180836714,"De hecho, el mundo de las finanzas vive actualmente una especie de menor que el 1 mayor que crack menor que por litro 1 mayor que rampante que recuerda la. Crisis de 1929 y las que siguieron.","De hecho, el mundo de las finanzas vive actualmente una especie de menor que N1 mayor que crisis menor que, N1 mayor que rampante que recuerda la. crisis de 1929 y las que siguieron."
es_189,push,empuje,1.0,1.0,0.0,"De este modo crearemos familias universitarias a través de las fronteras que ofrecerán a los. Européos titulaciones de menor que él e uno mayor que más ter menor que por litro, uno mayor que y estarán",De este modo crearemos familias universitarias a través de las fronteras que ofrecerán a los. Europeos titulaciones de menor que N1 mayor que posgrado menor que N1 mayor que y estarán abiertas a los e
es_190,fine tuning,operaciones de ajuste,1.0,0.972972972972973,0.027027027027026973,"Cooperación es una palabra mágica, un menor que él e uno mayor que totem menor que por litro, uno mayor que que se repite y que a mí me gustaría que fuese más realidad de lo que es en estos. Momentos.","Cooperación es una palabra mágica, un menor que N1 mayor que tot en menor que, N1 mayor que que se repite y que a mí me gustaría que fuese más realidad de lo que es en estos. Momentos."
es_191,tory,conservador,1.0,1.0,0.0,"A partir de ahí, señor presidente en ejercicio del Consejo, me permito recordarle que en la reunión a la que usted nos invitó gentilmente en Copenhague. Usted habló de tres fases en la presidencia dan","A partir de ahí, señor presidente en ejercicio del Consejo, me permito recordarle que en la reunión a la que usted nos invitó gentilmente en Copenhague. Usted habló de tres fases en la presidencia dan"
es_192,comodoro,capitán de navío,1.0,1.0,0.0,"En este contexto, permítame, señor presidente, que me refiera a una frase que está en el programa, y que creo que es un error del plumífero que. La escribió, que dice que este proporciona la aportació","En este contexto, permítame, señor presidente, que me refiera a una frase que está en el programa y que creo que es un error del plumífero que. La escribió que dice que este proporciona la aportación,"
es_193,permafrost,permahielo,1.0,1.0,0.0,"señora presidenta, mientras el dictador norcoreano Kim Jong-il paladea su menor que él e uno mayor que coñac menor que por litro uno mayor que francés de importación. Especial y saborea sus pizzas rec","señora presidenta, mientras el dictador norcoreano Kim Jong-il paladea su menor que N1 mayor que Koñag menor que N1 mayor que francés de importación. Especial y saborea sus pizzas recién orneadas por "
es_194,bufete,despacho,1.0,1.0,0.0,"Las violaciones y la violencia no solo afectan a sus organismos. Merceda al hambre y los campos de concentración, sino también a sus mentes, ya que se les ha lavado el cerebro y han quedado incapacita","Las violaciones y la violencia no solo afectan a sus organismos. Merceda al hambre y los campos de concentración, sino también a sus mentes, ya que se les ha lavado el cerebro y han quedado incapacita"
es_195,streaming,retransmisión por internet,1.0,1.0,0.0,Los lugares en los que se celebraron también son simbólicos. El foro económico se reunió en la estación de menor que el 1 mayor que esquí menor que por litro 1 mayor que de Davos y el foro social mund,Los lugares en los que se celebraron también son simbólicos. El foro económico se reunió en la estación de menor que N1 mayor que Esquim menor que N1 mayor que de Davos y el foro social mundial lo. Hi
es_196,zombi,muerto viviente,1.0,1.0,0.0,He tenido la impresión de estar comprobando la lista de contenido de un menor que el 1 mayor que quid menor que por litro 1 mayor que de primeros. Auxilios cuando se ha producido un accidente i. Por s,"He tenido la impresión de estar comprobando la lista de contenido de un menor que N1 mayor que Botiquín menor que N1 mayor que D. Primero sauxilios cuando se ha producido un accidente I. Por supuesto,"
es_197,tabloide,prensa sensacionalista,1.0,0.9696969696969697,0.030303030303030276,"La debilidad de la Uye contrasta con la valiente postura adoptada por los jugadores de. Menorque el 1 mayor que Cricket menor que por litro, 1 mayor que de Simbaabue. Henry Olonga y Andy Flower.","La debilidad de la UE contrasta con la valiente postura adoptada por los jugadores de. Menorque N1 mayor que Cricket menor que, N1 mayor que de Simbaabue. Henry O'Longa y Andy Flower."
es_198,emails,correos electrónicos,1.0,1.0,0.0,"Podemos mantener nuestras alianzas, señor presidente en ejercicio del Consejo, incluso con los Estados Unidos. Pero para citar un precedente histórico no fueron los amigos de Norteamérica quienes les ","Podemos mantener nuestras alianzas, señor presidente en ejercicio del Consejo, incluso con los Estados Unidos. Pero para citar un precedente histórico no fueron los amigos de Norteamérica quienes les "
es_199,jets,aviones,0.90625,0.921875,-0.015625,"Señor Presidente, el Parlamento Europeo ha publicado un menor que él e uno mayor que cómic menor que por litro uno mayor que titulado Troublad Waters con el fin de informar a los jóvenes sobre los tra","Señor Presidente, el Parlamento Europeo ha publicado un menor que N1 mayor que TVO menor que N1 mayor que titulado Troublad Waters con el Finde, informar a los jóvenes sobre los trabajos del Parlament"
es_200,spa,balenario,1.0,1.0,0.0,"El lunes 3 de marzo de 2003, Francia y Alemania procedieron a la expulsión colectiva de 54. Nacionales del Senegal y de Cote Divuar, para lo que recurrieron a un vuelo menor que el 1 mayor que charter","El lunes 3 de marzo de 2003, Francia y Alemania procedieron a la expulsión colectiva de 54. Nacionales del Senegal y de Cote Divuar, para lo que recurrieron a un vuelo menor que N1 mayor que Charter M"
es_201,jet society,élite,1.0,1.0,0.0,"décadas más tarde, cuando el pacto de Barsovia aún existía. Ciudadanos de Alemania Oriental participaron en un menor que él e uno mayor que picnic menor que por litro uno mayor que pan europeo a las o","décadas más tarde, cuando el pacto de Barsovia aún existía. Ciudadanos de Alemania Oriental participaron en un menor que N1 mayor que picnic menor que N1 mayor que pan europeo a las orillas del. Lago "
es_202,premium,de pago,0.9772727272727273,0.9777777777777777,-0.0005050505050504528,"Quizá el precio de una menor que él e uno mayor que pizza menor que por litro, uno mayor que por año para un hogar medio.",Quizá el precio de una menor que N1 mayor que pizza menor que N1 mayor que por año para un hogar medio.
es_203,esprint,empujón,1.0,1.0,0.0,"Parece ser que hace dos años se iniciaron allí las obras sin las licencias oportunas asilo. Afirman los demandantes, poniendo en peligro la vida de los menor que él e uno mayor que hamster menor que p","Parece ser que hace dos años se iniciaron allí las obras sin las licencias oportunas asilo. Afirman los demandantes, poniendo en peligro la vida de los menor que N1 mayor que hamster menor que N1 mayo"
es_204,hiyab,velo islámico,1.0,1.0,0.0,"El objetivo de la igualdad de oportunidades en el deporte escolar, menor que el 1 mayor que a mater menor que por litro 1 mayor que y profesional, tiene como primera finalidad una integración más adec","El objetivo de la igualdad de oportunidades en el deporte escolar, menor que N1 mayor que aficionado menor que, N1 mayor que y profesional, tiene como primera finalidad una integración más adecuada de"
es_205,debut,estreno,1.0,1.0,0.0,"señora presidenta, señora comisaria, señorías, cuando la estrella del menor que el 1 mayor que golf menor que por litro 1 mayor que sueca. Anika Saurestán, quiso competir con los hombres en el torneo ","señora presidenta, señora comisaria, señorías, cuando la estrella del menor que N1 mayor que golf menor que N1 mayor que sueca. Anika Saurestán, quiso competir con los hombres en el torneo profesional"
es_206,neocon,neoconservadoras,1.0,1.0,0.0,Europa se ha autosignado el papel de menor que el 1 mayor que Sheriff menor que por litro 1 mayor que de los Estados Unidos. Especialmente después de la firma del acuerdo sobre cooperación en asuntos ,Europa se ha auto asignado el papel de menor que N1 mayor que Sheriff menor que N1 mayor que de los Estados Unidos. Especialmente después de la firma del acuerdo sobre cooperación en asuntos penales y
es_207,phishing,ciberestafas,1.0,1.0,0.0,El segundo ejemplo se produjo en diciembre de 2001. Cuando mostré una fotografía tamaño menor que él e uno mayor que poster menor que por litro uno mayor que de una mujer torturada y la presidenta. Re,El segundo ejemplo se produjo en diciembre de 2001. Cuando mostré una fotografía tamaño menor que N1 mayor que mural menor que N1 mayor que de una mujer torturada y la presidenta reaccionó. De la mism
es_208,banners,báners,1.0,1.0,0.0,El policía francés vigilará a un carterista. El policía alemán vigilará a un menor que él e uno mayor que jonky menor que por litro uno mayor que y el policía griego se limitará a observarles.,"El policía francés vigilará a un carterista. El policía alemán vigilará a un menor que N1 mayor que drogradicto menor que, N1 mayor que y el policía griego se limitará a observarles."
es_209,in crescendo,al alza,1.0,1.0,0.0,"Entre estas denominaciones se encuentran las de menor que L1, mayor que Toni, menor que por litro 1, mayor que. Menor que L2, mayor que Ruby, menor que por litro 2, mayor que. Menor que L3, mayor que ","Entre estas denominaciones se encuentran las de menor que N1 mayor, que Toni menor, que N1 mayor, que menor, que N2 mayor, que Ruby menor, que N2 mayor, que menor, que N3 mayor, que vintage menor, que"
es_210,jemer,jemer,0.9487179487179487,0.9487179487179487,0.0,Permítanme tomar algunos ejemplos en forma de personas del sector sanitario. Del menor que el 1 mayor que Catherine menor que por litro 1 mayor que a gran escala y del metal.,Permítanme tomar algunos ejemplos en forma de personas del sector sanitario. Del menor que N1 mayor que servicio de comidas menor que N1 mayor que a gran escala y del metal.
es_211,link,enlace,0.9433962264150944,0.9433962264150944,0.0,Desde esta tribuna condenamos el menor que L1 mayor que pogromo menor que por litro 1 mayor que que continúa incluso hoy contra los luchadores. En el movimiento rural y exigimos que se le ponga fin de,"Desde esta tribuna condenamos el menor que N1 mayor que pogromo menor que, N1 mayor que que continúa incluso hoy contra los luchadores. Del movimiento rural y exigimos que se le ponga fin de inmediato"
es_212,folclore,tradición,0.90625,0.8769230769230769,0.029326923076923084,"En 1973, cuando el nieto de Winston Churchill le preguntó qué iba a ocurrir con los palestinos. Sharon contestó que no había motivo para preocuparse, que acabarían haciendo con ellos un menor que él e","En 1973, cuando el nieto de Winston Churchill le preguntó qué iba a ocurrir con los palestinos. Sharon contestó que no había motivo para preocuparse, que acabarían haciendo con ellos un menor que N1 m"
es_213,flirtear,coquetear,1.0,1.0,0.0,ha dicho usted que trabajará para protegerlas y preservarlas. Pero el trayecto del Justus Lipsius Alberleimant es algo más que el simple hecho de cruzar un. Menorque el 1 mayor que boulevar menor que ,ha dicho usted que trabajará para protegerlas y preservarlas. Pero el trayecto del Justus Lipsius Albert Leimand es algo más que el simple hecho de cruzar una. Menorque N1 mayor que avenida menor que 
es_214,hándicap,incapacidad,1.0,1.0,0.0,"Me refiero, por ejemplo, al avienal de arte, la feria del libro, el festival de menor que el 1 mayor que vale y menor que por litro, 1 mayor que o la feria de muestras de la abana.","Me refiero, por ejemplo, al avienal de arte, la feria del libro, el festival de menor que N1 mayor que danza menor que N1 mayor que o la feria de muestras de la abana."
es_215,magneto,imán,1.0,1.0,0.0,"La razón fue una menor que el 1 mayor que casete menor que por litro 1 mayor que grabada por un periodista de la televisión sueca, que le fue confiscada en la frontera.","La razón fue una menor que N1 mayor que Cinta menor que N1 mayor que grabada por un periodista de la televisión sueca, que le fue confiscada en la frontera."
es_216,kiosco,kiosko,1.0,1.0,0.0,,
es_217,freelance,autónomos,1.0,1.0,0.0,,
es_218,bad banks,bancos malos,1.0,1.0,0.0,,
es_219,ticket,vale,1.0,1.0,0.0,,
es_220,blogger,bloguero,1.0,1.0,0.0,,
es_221,pivotar,oscilar,1.0,1.0,0.0,,
es_222,coaching,asesoramiento,1.0,1.0,0.0,,
es_223,autostop,dedo,1.0,1.0,0.0,,
es_224,spyware,programa espía,1.0,1.0,0.0,,
